organCode,ticker,comGroupCode,icbCode,organTypeCode,comTypeCode,organName,organShortName,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,status,code,message,traceId
ASP,ASP,VNINDEX,7573,DN,CT,Công ty Cổ phần Tập đoàn Dầu khí An Pha,Dầu khí An Pha,HOSE,Dầu khí An Pha,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,1520,4360,0.49,http://www.anphapetrol.com,3.3,0.03,0.01,-0.089,37.3,37.3,CT,,,,
ATA,ATA,UpcomIndex,3573,DN,CT,Công ty Cổ phần NTACO,NTACO,UPCOM,NTACO,217,3573,Thực phẩm và đồ uống,Food & Beverage,2007,317,0,0,http://www.ntacocorp.com.vn,3.6,-0.004,-0.108,-0.503,12,12,CT,,,,
ATAJSC,ATG,UpcomIndex,1775,DN,CT,Công ty Cổ phần An Trường An,An Trường An,UPCOM,An Trường An,166,1775,Tài nguyên Cơ bản,Basic Resources,2007,11,1322,0.001,http://www.atajsc.vn,3.8,-0.137,-0.34,-0.503,15.2,15.2,CT,,,,
ATB,ATB,UpcomIndex,2357,DN,CT,Công ty Cổ phần An Thịnh,Công ty An Thịnh,UPCOM,Công ty An Thịnh,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,42,314,0.001,http://www.anthinhjsc.com,3.7,-0.129,-0.025,-0.37,13.9,13.9,CT,,,,
ATS,ATS,HNXIndex,5757,DN,CT,Công ty Cổ phần Tập đoàn Dược phẩm Atesco,Tập đoàn Dược phẩm Atesco,HNX,Tập đoàn Dược phẩm Atesco,261,5757,Du lịch và Giải trí,Travel & Leisure,1998,103,109,0,http://www.atesco.vn,3.7,-0.004,-0.1,-0.189,3.5,3.5,CT,,,,
AVF,AVF,UpcomIndex,3573,DN,CT,Công ty Cổ phần Việt An,Thủy sản Việt An,UPCOM,Thủy sản Việt An,217,3573,Thực phẩm và đồ uống,Food & Beverage,2007,1168,1949,0.001,http://www.anvifish.com,3.5,-0.004,0.175,-0.291,43.3,43.3,CT,,,,
AVHPC,AVC,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện A Vương,Thủy điện A Vương,UPCOM,Thủy điện A Vương,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2012,155,146,0,http://avuong.com,4.1,-0.004,0.122,0.62,75.1,75.1,CT,,,,
B82,B82,UpcomIndex,2357,DN,CT,Công ty Cổ phần 482,Công ty 482,UPCOM,Công ty 482,181,2357,Xây dựng và Vật liệu,Construction & Materials,2004,236,0,0.005,http://www.congty482.com.vn,3.4,-0.171,-0.191,-0.452,5,5,CT,,,,
BAFVN,BAF,VNINDEX,3573,DN,CT,Công ty Cổ phần Nông nghiệp BAF Việt Nam,Nông nghiệp BAF Việt Nam,HOSE,Nông nghiệp BAF Việt Nam,217,3573,Thực phẩm và đồ uống,Food & Beverage,2017,252,333,0.002,http://baf.vn,3.6,-0.002,0.142,-0.204,143.5,143.5,CT,,,,
BALPAC,BAL,UpcomIndex,2723,DN,CT,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,Bao bì Balpac,UPCOM,Bao bì Balpac,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,28,142,0.001,http://www.balpac.com.vn,4,-0.004,-0.025,-0.201,2,2,CT,,,,
BANGGIANG,BCV,UpcomIndex,5753,DN,CT,Công ty cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,UPCOM,Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,259,5753,Du lịch và Giải trí,Travel & Leisure,2008,26,104,0,http://www.ksbanggiangcaobang.com.vn,3.3,-0.004,-0.025,0.164,1.8,1.8,CT,,,,
BAONGOCCORP,BNA,HNXIndex,3577,DN,CT,Công ty Cổ phần Đầu tư Sản xuất Bảo Ngọc,Đầu tư SX Bảo Ngọc,HNX,Đầu tư SX Bảo Ngọc,218,3577,Thực phẩm và đồ uống,Food & Beverage,2012,10,0,0.007,https://banhbaongoc.vn,3.9,0.079,0.111,-0.403,25,25,CT,,,,
BARU,BRR,UpcomIndex,1353,DN,CT,Công ty Cổ phần Cao su Bà Rịa,Cao su Bà Rịa,UPCOM,Cao su Bà Rịa,150,1353,Hóa chất,Chemicals,2010,0,1383,0,http://www.baruco.com.vn,3.5,-0.081,-0.093,0.179,112.5,112.5,CT,,,,
BAUCAN,CBC,UpcomIndex,3537,DN,CT,Công ty Cổ phần Chè Bàu Cạn,Chè Bàu Cạn,UPCOM,Chè Bàu Cạn,216,3537,Thực phẩm và đồ uống,Food & Beverage,1996,,268,0,http://www.catecka.com,3.4,,,,11.9,11.9,CT,,,,
BAWACO,BLW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp nước Bạc Liêu,Cấp nước Bạc Liêu,UPCOM,Cấp nước Bạc Liêu,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2015,90,117,0,http://www.capnuocbaclieu.com.vn,3.9,-0.004,0.082,-0.11,11.2,11.2,CT,,,,
BBC,BBC,VNINDEX,3577,DN,CT,Công ty Cổ phần Bibica,Bánh kẹo BIBICA,HOSE,Bánh kẹo BIBICA,218,3577,Thực phẩm và đồ uống,Food & Beverage,1999,816,0,0.008,http://www.bibica.com.vn,3.8,-0.008,-0.062,-0.051,18.8,18.8,CT,,,,
BBCC,VLB,UpcomIndex,2353,DN,CT,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,VLXD Biên Hòa,UPCOM,VLXD Biên Hòa,180,2353,Xây dựng và Vật liệu,Construction & Materials,2005,675,1005,0,http://www.bbcc.com.vn,3.7,-0.007,0.018,0.046,46.7,47,CT,,,,
BBH,BBH,UpcomIndex,2723,DN,CT,Công ty Cổ phần Bao bì Hoàng Thạch,Bao bì Hoàng Thạch,UPCOM,Bao bì Hoàng Thạch,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,152,246,0,http://www.baobihoangthach.vn,3.4,-0.149,-0.207,-0.044,2,2,CT,,,,
BBS,BBS,HNXIndex,2723,DN,CT,Công ty Cổ phần VICEM Bao bì Bút Sơn,Bao bì Xi măng Bút Sơn,HNX,Bao bì Xi măng Bút Sơn,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2002,483,452,0.006,https://butsonpackaging.vn/,3.7,-0.004,-0.025,0.285,6,6,CT,,,,
BBT,BBT,UpcomIndex,3767,DN,CT,Công ty Cổ phần Bông Bạch Tuyết,Bông Bạch Tuyết,UPCOM,Bông Bạch Tuyết,228,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,1997,262,1539,0.008,http://www.bongbachtuyet.com.vn,3.3,-0.1,-0.059,-0.308,9.8,9.8,CT,,,,
BCB,BCB,UpcomIndex,1771,DN,CT,Công ty Cổ phần 397,Công ty 397,UPCOM,Công ty 397,160,1771,Tài nguyên Cơ bản,Basic Resources,2010,410,308,0,http://www.congtycophan397.com.vn,3.7,-0.004,-0.025,0.164,5,5,CT,,,,
BCC,BCC,HNXIndex,2353,DN,CT,Công ty Cổ phần Xi măng Bỉm Sơn,Xi măng Bỉm Sơn,HNX,Xi măng Bỉm Sơn,180,2353,Xây dựng và Vật liệu,Construction & Materials,2006,1356,0,0.012,http://ximangbimson.com.vn/,3.4,0.012,0.082,-0.045,123.2,123.2,CT,,,,
BCE,BCE,VNINDEX,2357,DN,CT,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,XD và GT Bình Dương,HOSE,XD và GT Bình Dương,181,2357,Xây dựng và Vật liệu,Construction & Materials,2002,135,1927,0.014,http://www.becamexbce.com.vn,3.7,0.044,0.041,-0.272,35,35,CT,,,,
BCG,BCG,VNINDEX,8775,DN,CT,Công ty Cổ phần Tập đoàn Bamboo Capital,Bamboo Capital,HOSE,Bamboo Capital,299,8775,Dịch vụ tài chính,Financial Services,2011,42,27151,0.017,http://www.bamboocap.com.vn,3.7,0.052,0.075,-0.319,533.5,533.5,CT,,,,
BCP,BCP,UpcomIndex,4577,DN,CT,Công ty Cổ phần Dược Enlie,Dược Enlie,UPCOM,Dược Enlie,238,4577,Y tế,Health Care,2005,291,510,0.003,http://www.becamexpharma.vn,3.4,-0.113,-0.091,0.164,6,6,CT,,,,
BDB,BDB,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách và Thiết bị Bình Định,Sách Bình Định,HNX,Sách Bình Định,256,5557,Truyền thông,Media,2007,29,115,0,http://www.sachthietbibinhdinh.com.vn,3.7,-0.004,-0.101,-0.108,1.1,1.1,CT,,,,
BDBMC,MVC,UpcomIndex,2353,DN,CT,Công ty Cổ phần Vật liệu và Xây dựng Bình Dương,Vật liệu và XD Bình Dương,UPCOM,Vật liệu và XD Bình Dương,180,2353,Xây dựng và Vật liệu,Construction & Materials,2010,429,280,0,http://www.vlxdbd.com.vn,3.8,-0.004,-0.041,-0.101,100,100,CT,,,,
BDFC,BFC,VNINDEX,1357,DN,CT,Công ty Cổ phần Phân bón Bình Điền,Phân bón Bình Điền,HOSE,Phân bón Bình Điền,151,1357,Hóa chất,Chemicals,2011,1234,1931,0.044,https://binhdien.com/,3.6,-0.01,0.036,-0.167,57.2,57.2,CT,,,,
BDGAR,BDG,UpcomIndex,3763,DN,CT,Công ty Cổ phần May mặc Bình Dương,May mặc Bình Dương,UPCOM,May mặc Bình Dương,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2007,2045,273,0.012,http://www.protradegarment.com,4.2,-0.011,-0.073,0.233,24.8,24.8,CT,,,,
BDHC,BSA,UpcomIndex,7535,DN,CT,Công ty Cổ phần Thủy điện Buôn Đôn,Thủy điện Buôn Đôn,UPCOM,Thủy điện Buôn Đôn,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2009,60,405,0,http://www.thuydienbuondon.vn,3.8,-0.01,-0.036,0.255,65.5,65.5,CT,,,,
BDMIE,PRT,UpcomIndex,3573,DN,CT,Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - Công ty cổ phần,Sản xuất - XNK Bình Dương,UPCOM,Sản xuất - XNK Bình Dương,217,3573,Thực phẩm và đồ uống,Food & Beverage,2010,849,296,0,http://www.protrade.com.vn,3.7,0.003,0.061,0.039,300,300,CT,,,,
BDW,BDW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Bình Định,Cấp thoát nước Bình Định,UPCOM,Cấp thoát nước Bình Định,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,367,391,0.001,http://binhdinhwaco.com.vn/,4.5,0.069,0.049,0.178,12.4,12.4,CT,,,,
BED,BED,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách và Thiết bị trường học Đà Nẵng,Sách Đà Nẵng,HNX,Sách Đà Nẵng,256,5557,Truyền thông,Media,2009,89,267,0,http://www.danangbook.com,3.4,-0.004,-0.025,0.169,3,3,CT,,,,
BELCO,BEL,UpcomIndex,3743,DN,CT,Công ty Cổ phần Điện tử Biên Hòa,Điện tử Biên Hoà,UPCOM,Điện tử Biên Hoà,223,3743,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,41,202,0,http://www.belco.com.vn,3.6,-0.004,-0.025,0.214,6,6,CT,,,,
BEWACO,NBT,UpcomIndex,7577,DN,CT,Công ty Cổ phần Cấp thoát nước Bến Tre,Cấp thoát nước Bến Tre,UPCOM,Cấp thoát nước Bến Tre,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,279,357,0.005,http://www.capnuocbentre.vn,4.3,0.064,0.029,0.19,29.4,29.4,CT,,,,
BGWS,BGW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Nước sạch Bắc Giang,Nước sạch Bắc Giang,UPCOM,Nước sạch Bắc Giang,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005,264,287,0,http://www.bacgiangwsc.com.vn,3.7,-0.004,0.01,0.051,18.1,18.1,CT,,,,
BHA,BHA,UpcomIndex,7535,DN,CT,Công ty cổ phần Thủy điện Bắc Hà,Thủy điện Bắc Hà,UPCOM,Thủy điện Bắc Hà,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2008,52,238,0,http://www.thuydienbachalaocai.com.vn,3.7,-0.004,-0.025,0.431,66,66,CT,,,,
BHC,BHC,UpcomIndex,2353,DN,CT,Công ty Cổ phần Bê tông Biên Hòa,Bê tông Biên Hòa,UPCOM,Bê tông Biên Hòa,180,2353,Xây dựng và Vật liệu,Construction & Materials,1999,3,467,0.009,https://bienhoabcc.vn,3.4,-0.004,-0.161,-0.277,4.5,4.5,CT,,,,
BHK,BHK,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Kim Bài,Bia Hà Nội - Kim Bài,UPCOM,Bia Hà Nội - Kim Bài,214,3533,Thực phẩm và đồ uống,Food & Beverage,2004,177,321,0,http://www.hkbeco.vn,3.6,-0.004,-0.025,0.326,4,4,CT,,,,
BHN,BHN,VNINDEX,3533,DN,CT,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,HABECO,HOSE,HABECO,214,3533,Thực phẩm và đồ uống,Food & Beverage,2008,724,1001,0.176,http://www.habeco.com.vn,3.6,-0.006,-0.015,-0.038,231.8,231.8,CT,,,,
BHP,BHP,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia Hà Nội - Hải Phòng,Bia Hà Nội - Hải Phòng,UPCOM,Bia Hà Nội - Hải Phòng,214,3533,Thực phẩm và đồ uống,Food & Beverage,2013,239,363,0,http://www.biahaiphong.vn,3.6,-0.067,0.047,-0.115,9.2,9.2,CT,,,,
BIC,BIC,VNINDEX,8536,OTHER,BH,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Bảo hiểm BIDV,HOSE,Bảo hiểm BIDV,292,8536,Bảo hiểm,Insurance,1999,1170,1162,0.476,http://www.bic.vn,3.6,0.012,-0.038,0.292,117.3,117.3,BH,,,,
BID,BID,VNINDEX,8355,DN,NH,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,BIDV,HOSE,BIDV,289,8355,Ngân hàng,Banks,1993,25416,36773,0.172,http://www.bidv.com.vn,3.6,-0.015,-0.015,0.407,5058.5,5058.5,NH,,,,
BIDC,BCM,VNINDEX,8633,DN,CT,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Becamex IDC,HOSE,Becamex IDC,336,8633,Bất động sản,Real Estate,2006,2398,3520,0.028,http://www.becamex.com.vn,3.2,-0.004,-0.036,0.231,1035,1035,CT,,,,
BIDIFOOD,BLT,UpcomIndex,3577,DN,CT,Công ty Cổ phần Lương thực Bình Định,Lương Thực Bình Định,UPCOM,Lương Thực Bình Định,218,3577,Thực phẩm và đồ uống,Food & Beverage,2008,59,201,0.003,http://www.bidifood.vn,3.5,0.03,0.021,0.457,4,4,CT,,,,
BIDIP,DBD,VNINDEX,4577,DN,CT,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định,Dược - TB Y tế Bình Định,HOSE,Dược - TB Y tế Bình Định,238,4577,Y tế,Health Care,2010,1191,1841,0.098,http://www.bidiphar.com,3.8,0.025,0.042,0.224,74.8,74.9,CT,,,,
BIENHOTEA,BHG,UpcomIndex,3537,DN,CT,Công ty Cổ phần Chè Biển Hồ,Chè Biển Hồ,UPCOM,Chè Biển Hồ,216,3537,Thực phẩm và đồ uống,Food & Beverage,2010,64,365,0,http://bienhotea.com.vn,3.3,-0.004,-0.025,0.164,8.9,8.9,CT,,,,
BII,BII,UpcomIndex,8633,DN,CT,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,Đầu tư và Phát triển Công nghiệp Bảo Thư,UPCOM,Đầu tư và Phát triển Công nghiệp Bảo Thư,336,8633,Bất động sản,Real Estate,2008,12,108,0.001,https://louisholdings.vn,3.7,,,,57.7,57.7,CT,,,,
BIOPHARCO,BIO,UpcomIndex,4577,DN,CT,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,Vắc xin và Sinh phẩm Nha Trang,UPCOM,Vắc xin và Sinh phẩm Nha Trang,238,4577,Y tế,Health Care,2011,59,547,0.001,https://biopharco2.com.vn/,3.2,-0.004,-0.063,-0.232,8.6,8.6,CT,,,,
BIWASE,BWE,VNINDEX,7577,DN,CT,Công ty Cổ phần - Tổng công ty Nước - Môi trường Bình Dương,Nước - Môi trường Bình Dương,HOSE,Nước - Môi trường Bình Dương,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,1061,2862,0.187,http://www.biwase.com.vn,3.8,-0.038,0.022,0.086,192.9,192.9,CT,,,,
BKC,BKC,HNXIndex,1775,DN,CT,Công ty Cổ phần Khoáng sản Bắc Kạn,Khoáng sản Bắc Kạn,HNX,Khoáng sản Bắc Kạn,166,1775,Tài nguyên Cơ bản,Basic Resources,2000,468,109,0.002,http://www.backanco.com,3.2,0.045,0.042,-0.109,11.7,11.7,CT,,,,
BKGVN,BKG,VNINDEX,3767,DN,CT,Công ty Cổ phần Đầu tư BKG Việt Nam,Đầu tư BKG Việt Nam,HOSE,Đầu tư BKG Việt Nam,228,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2015,33,0,0.002,http://www.bkgvietnam.com,3.9,0.098,0.17,-0.158,68.2,68.2,CT,,,,
BLF,BLF,HNXIndex,3573,DN,CT,Công ty Cổ phần Thủy sản Bạc Liêu,Thủy sản Bạc Liêu,HNX,Thủy sản Bạc Liêu,217,3573,Thực phẩm và đồ uống,Food & Beverage,2006,1050,0,0.024,http://www.baclieu-vegetables.vn,3.7,-0.004,-0.025,-0.036,11.5,11.5,CT,,,,
BLIC,BLI,UpcomIndex,8536,DN,BH,Tổng Công ty Cổ phần Bảo hiểm Bảo Long,Bảo hiểm Nhà Rồng,UPCOM,Bảo hiểm Nhà Rồng,292,8536,Bảo hiểm,Insurance,2012,978,1275,0.008,http://www.baohiembaolong.vn,3.8,0.004,-0.071,-0.091,60,60,BH,,,,
BLIP,MH3,UpcomIndex,8633,DN,CT,Công ty Cổ phần Khu công nghiệp Cao su Bình Long,KCN Cao su Bình Long,UPCOM,KCN Cao su Bình Long,336,8633,Bất động sản,Real Estate,2007,67,202,0.027,http://www.blip.vn,3.9,-0.023,-0.081,-0.142,24,12,CT,,,,
BLURBAN,DTB,UpcomIndex,2799,DN,CT,Công ty Cổ phần Công trình Đô thị Bảo Lộc,Công trình Đô thị Bảo Lộc,UPCOM,Công trình Đô thị Bảo Lộc,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,163,194,0,https://congtydothibaoloc.com/,3.8,-0.004,0.548,0.422,1.6,1.6,CT,,,,
BMC,BMC,VNINDEX,1775,DN,CT,Công ty Cổ phần Khoáng sản Bình Định,Khoáng sản Bình Định,HOSE,Khoáng sản Bình Định,166,1775,Tài nguyên Cơ bản,Basic Resources,2001,197,0,0.062,http://www.bimico.vn,4.1,0.021,0.062,0.065,12.4,12.4,CT,,,,
BMD,BMD,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Dịch vụ Đô thị Bình Thuận,Môi trường và DV Đô thị Bình Thuận,UPCOM,Môi trường và DV Đô thị Bình Thuận,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,416,195,0,https://moitruongdothibinhthuan.vn,3.8,-0.004,-0.025,1.016,2.8,2.8,CT,,,,
BMF,BMF,UpcomIndex,7573,DN,CT,Công ty Cổ phần Vật liệu Xây dựng và Chất đốt Đồng Nai,VLXD và Chất đốt Đồng Nai,UPCOM,VLXD và Chất đốt Đồng Nai,275,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2004,131,103,0,https://chatdotdongnai.com/,3.9,-0.004,-0.056,0.079,4.2,4.2,CT,,,,
BMI,BMI,VNINDEX,8536,OTHER,BH,Tổng Công ty Cổ phần Bảo Minh,Bảo hiểm Bảo Minh,HOSE,Bảo hiểm Bảo Minh,292,8536,Bảo hiểm,Insurance,2004,1678,0,0.32,http://www.baominh.com.vn,3.6,-0.012,0.017,-0.076,109.6,109.6,BH,,,,
BMIG,BMG,UpcomIndex,3763,DN,CT,Công ty Cổ phần May Bình Minh,May Bình Minh,UPCOM,May Bình Minh,226,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,1999,1678,332,0.192,http://www.bmig.com.vn/,3.7,-0.004,0.144,0.59,5.3,5.3,CT,,,,
BMJ,BMJ,UpcomIndex,1775,DN,CT,Công ty Cổ phần Khoáng sản Miền Đông AHP,Khoáng sản Miền Đông AHP,UPCOM,Khoáng sản Miền Đông AHP,166,1775,Tài nguyên Cơ bản,Basic Resources,2001,69,339,0.001,http://www.becamexbmj.com.vn,4,-0.004,-0.052,0.143,105,105,CT,,,,
BMN,BMN,UpcomIndex,2357,DN,CT,Công ty Cổ phần 715,Công ty 715,UPCOM,Công ty 715,181,2357,Xây dựng và Vật liệu,Construction & Materials,2010,134,167,0,http://www.congty715.com.vn,3.8,-0.004,-0.012,-0.413,2.8,2.8,CT,,,,
BMP,BMP,VNINDEX,2353,DN,CT,Công ty Cổ phần Nhựa Bình Minh,Nhựa Bình Minh,HOSE,Nhựa Bình Minh,180,2353,Xây dựng và Vật liệu,Construction & Materials,2003,1203,0,0.824,http://www.binhminhplastic.com,4.2,0.021,0.054,0.648,81.9,81.9,CT,,,,
BMSC,BMS,UpcomIndex,8777,DN,CK,Công ty Cổ phần Chứng khoán Bảo Minh,Chứng khoán Bảo Minh,UPCOM,Chứng khoán Bảo Minh,300,8777,Dịch vụ tài chính,Financial Services,2008,35,1061,0.001,http://www.bmsc.com.vn,3.8,0.034,0.149,-0.188,61,61,CK,,,,
BNURENCO,MBN,UpcomIndex,2799,DN,CT,Công ty Cổ phần Môi trường và Công trình đô thị Bắc Ninh,Môi trường và Công trình ĐT Bắc Ninh,UPCOM,Môi trường và Công trình ĐT Bắc Ninh,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,675,0,0,http://www.moitruongdothibacninh.com.vn,3.7,-0.004,-0.025,0.177,5.8,5.8,CT,,,,
BNWSSC,BNW,UpcomIndex,7577,DN,CT,Công ty Cổ phần Nước sạch Bắc Ninh,Nước sạch Bắc Ninh,UPCOM,Nước sạch Bắc Ninh,277,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2006,299,317,0,https://nuocsachbacninh.vn,3.9,-0.004,-0.025,0.164,37.5,37.5,CT,,,,
BOT,BOT,UpcomIndex,2357,DN,CT,Công ty Cổ phần BOT Cầu Thái Hà,BOT Cầu Thái Hà,UPCOM,BOT Cầu Thái Hà,181,2357,Xây dựng và Vật liệu,Construction & Materials,2014,18,0,0.002,http://www.botcauthaiha.com.vn,3.2,0.282,0.932,-0.301,59.2,59.2,CT,,,,
BPC,BPC,HNXIndex,2723,DN,CT,Công ty Cổ phần Vicem Bao bì Bỉm Sơn,Bao bì Bỉm Sơn,HNX,Bao bì Bỉm Sơn,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1999,208,0,0.029,http://www.baobibimson.vn,3.4,-0.075,-0.057,0.039,3.8,3.8,CT,,,,
BRC,BRC,VNINDEX,1353,DN,CT,Công ty Cổ phần Cao su Bến Thành,Cao su Bến Thành,HOSE,Cao su Bến Thành,150,1353,Hóa chất,Chemicals,1975,204,462,0.008,http://www.berubco.com.vn,4.2,0.041,0.076,0.035,12.4,12.4,CT,,,,
BRS,BRS,UpcomIndex,2799,DN,CT,Công ty Cổ phần Dịch vụ Đô thị Bà Rịa,Dịch vụ Đô thị Bà Rịa,UPCOM,Dịch vụ Đô thị Bà Rịa,199,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2013,382,172,0,http://www.dothibaria.com,4,0.288,0.245,0.412,4.5,4.5,CT,,,,
BRVT,VTG,UpcomIndex,5759,DN,CT,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch tỉnh BR-VT,UPCOM,Du lịch tỉnh BR-VT,262,5759,Du lịch và Giải trí,Travel & Leisure,2007,272,183,0,http://www.vungtautourist.com.vn,3.6,-0.004,-0.025,-0.158,18.6,18.6,CT,,,,
BSC,BSC,HNXIndex,5379,DN,CT,Công ty Cổ phần Dịch vụ Bến Thành,Dịch vụ Bến Thành,HNX,Dịch vụ Bến Thành,253,5379,Bán lẻ,Retail,2003,13,112,0.048,http://www.btsc.com.vn,3.6,-0.043,-0.063,-0.142,3.2,3.2,CT,,,,
BSGPT,BSP,UpcomIndex,3533,DN,CT,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Bia Sài Gòn - Phú Thọ,UPCOM,Bia Sài Gòn - Phú Thọ,214,3533,Thực phẩm và đồ uống,Food & Beverage,2015,115,228,0,http://www.saigonphutho.com.vn,3.7,-0.057,-0.015,-0.207,12.5,12.5,CT,,,,
BSI,BSI,VNINDEX,8777,DN,CK,Công ty Cổ phần Chứng khoán Ngân hàng Đầu tư và Phát triển Việt Nam,Chứng khoán BIDV,HOSE,Chứng khoán BIDV,300,8777,Dịch vụ tài chính,Financial Services,2000,270,6148,0.358,http://www.bsc.com.vn,3.7,0.065,0.037,0.293,187.3,187.8,CK,,,,
BSRC,BSR,UpcomIndex,533,DN,CT,Công ty Cổ phần Lọc Hóa dầu Bình Sơn,BSR,UPCOM,BSR,144,533,Dầu khí,Oil & Gas,2008,1502,42624,0.006,http://www.bsr.com.vn,4.2,0.026,0.044,-0.115,3100.5,244.1,CT,,,,
BST,BST,HNXIndex,5557,DN,CT,Công ty Cổ phần Sách và Thiết bị Bình Thuận,Sách và Thiết bị Bình Thuận,HNX,Sách và Thiết bị Bình Thuận,256,5557,Truyền thông,Media,2004,35,119,0.003,http://www.stbbt.com.vn,4.3,-0.004,-0.025,0.287,1.1,1.1,CT,,,,
BT6,BT6,UpcomIndex,2353,DN,CT,Công ty Cổ phần BETON 6,Bê tông 6,UPCOM,Bê tông 6,180,2353,Xây dựng và Vật liệu,Construction & Materials,2001,242,798,0.083,http://www.beton6.com,3.5,-0.034,-0.025,-0.196,32.9,33,CT,,,,
BTG,BTG,UpcomIndex,2723,DN,CT,Công ty Cổ phần Bao bì Tiền Giang,Bao bì Tiền Giang,UPCOM,Bao bì Tiền Giang,184,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,65,247,0,http://www.tigipack.com.vn,3.9,0.133,-0.037,0.461,1.2,1.2,CT,,,,
BTH,BTH,UpcomIndex,2737,DN,CT,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Biến thế và Vật liệu Điện Hà Nội,UPCOM,Biến thế và Vật liệu Điện Hà Nội,187,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,7,175,0,http://www.ctbt.vn,3.5,-0.004,-0.025,0.04,25,25,CT,,,,
BTN,BTN,UpcomIndex,2353,DN,CT,Công ty Cổ phần Gạch Tuy Nen Bình Định,Gạch Tuy Nen Bình Định,UPCOM,Gạch Tuy Nen Bình Định,180,2353,Xây dựng và Vật liệu,Construction & Materials,2001,104,986,0,http://www.tuynenbinhdinh.com.vn,3.3,-0.034,-0.025,-0.125,4.4,4.5,CT,,,,
BTP,BTP,VNINDEX,7535,DN,CT,Công ty Cổ phần Nhiệt điện Bà Rịa,Nhiệt điện Bà Rịa,HOSE,Nhiệt điện Bà Rịa,274,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2007,261,1048,0.094,http://www.btp.com.vn,3.8,0.03,0.156,0.132,60.5,60.5,CT,,,,
